#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B9D9B0
#Date Time: 2024-08-13 12:28:51.137.992.960
#Sample rate: 2.94118e+06Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 60 mV Hyst.: Auto HoldOff: 0 s
#Channel 3: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average

Time (s),Channel 3 (V)
-0.005570358793324776,0.004499171715210569
-0.005570018793324775,0.003709246329105569
-0.005569678793324775,0.006111936045183867
-0.005569338793324776,0.005618232678865511
-0.005568998793324775,0.006473985180484714
-0.005568658793324775,0.006868947873538681
-0.005568318793324776,0.004762480177247026
-0.005567978793324775,0.00318262940502613
-0.005567638793324775,0.001997741325864229
-0.005567298793324776,-0.0001416399281819828
-0.005566958793324775,-0.003202600799349807
-0.005566618793324775,8.875497609991696e-05
-0.005566278793324776,-0.001260700891836924
-0.005565938793324775,-0.001425268680606477
-0.005565598793324775,0.0003520634381363738
-0.005565258793324776,0.0008786803622092876
-0.005564918793324775,0.001174902381999583
-0.005564578793324775,0.0007799396889456162
-0.005564238793324776,0.00153695151730043
-0.005563898793324775,-0.001129046660817918
-0.005563558793324775,-0.0007011704100094536
-0.005563218793324776,-0.002083539835700852
-0.005562878793324776,-0.007876326000492366
-0.005562538793324775,-0.002478502528755537
-0.005562198793324776,-0.0007011704100094536
-0.005561858793324776,-4.289925491950889e-05
-0.005561518793324775,-0.00188605848917351
-0.005561178793324776,-0.00517741426462922
-0.005560838793324776,-0.005144500706874723
-0.005560498793324775,-0.003301341472619465
-0.005560158793324776,-0.003630477050165036
-0.005559818793324776,-0.002050626277949169
-0.005559478793324775,-0.003202600799355794
-0.005559138793324776,-0.001524009353873381
-0.005558798793324776,-0.002807638106298773
-0.005558458793324775,-0.00392669906995605
-0.005558118793324776,-0.005539463399929348
-0.005557778793324776,-0.00600025320849231
-0.005557438793324775,-0.008732078502121389
-0.005557098793324776,-0.009094127637421515
-0.005556758793324776,-0.009127041195176013
-0.005556418793324775,-0.01073980552514937
-0.005556078793324776,-0.01024610215883101
-0.005555738793324776,-0.01021318860107652
-0.005555398793324775,-0.01366911216530495
-0.005555058793324776,-0.01139807668024051
-0.005554718793324776,-0.01166138514227649
-0.005554378793324775,-0.01004862081230367
-0.005554038793324776,-0.01021318860107646
-0.005553698793324776,-0.008040893789275689
-0.005553358793324775,-0.008567510713348603
-0.005553018793324776,-0.007415536191939104
-0.005552678793324776,-0.01067397840964026
-0.005552338793324775,-0.01011444792781279
-0.005551998793324775,-0.001359441565100596
-0.005551658793324776,-0.005144500706874663
-0.005551318793324775,-0.003597563492423411
-0.005550978793324775,-0.01070689196739481
-0.005550638793324776,-0.01097020042943127
-0.005550298793324775,-0.007382622634185204
-0.005549958793324775,-0.007744671769484675
-0.005549618793324776,-0.006790178594602518
-0.005549278793324775,-0.008007980231519576
-0.005548938793324775,-0.007152227729902647
-0.005548598793324776,-0.006263561670529605
-0.005548258793324775,-0.007744671769487548
-0.005547918793324775,-0.009324522541703417
-0.005547578793324776,-0.008106720904784802
-0.005547238793324775,-0.00820546157805027
-0.005546898793324775,-0.009192868310685188
-0.005546558793324776,-0.008501683597839487
-0.005546218793324775,-0.007678844653977656
-0.005545878793324775,-0.008830819175385059
-0.005545538793324776,-0.008172548020293918
-0.005545198793324775,-0.009159954752931708
-0.005544858793324775,-0.009752398792512659
-0.005544518793324776,-0.008435856482330374
-0.005544178793324775,-0.007810498884994866
-0.005543838793324775,-0.008402942924575817
-0.005543498793324776,-0.009949880139040001
-0.005543158793324775,-0.008370029366818566
-0.005542818793324775,-0.00688891926786619
-0.005542478793324776,-0.009127041195176074
-0.005542138793324776,-0.01422864264712315
-0.005541798793324775,-0.01044358350535836
-0.005541458793324776,-0.008205461578048474
-0.005541118793324776,-0.00823837513580297
-0.005540778793324775,-0.007547190422957332
-0.005540438793324776,-0.01429446976264154
-0.005540098793324776,-0.01370202572306059
-0.005539758793324775,-0.0101802750433219
-0.005539418793324776,-0.01152973091125874
-0.005539078793324776,-0.01212217495083969
-0.005538738793324775,-0.01208926139308621
-0.005538398793324776,-0.01106894110269494
-0.005538058793324776,-0.01116768177595843
-0.005537718793324775,-0.01031192927434013
-0.005537378793324776,-0.01152973091125874
-0.005537038793324776,-0.01176012581554022
-0.005536698793324775,-0.01057523773637659
-0.005536358793324776,-0.01185886648880431
-0.005536018793324776,-0.0131754087989842
-0.005535678793324775,-0.01205634783533165
-0.005535338793324776,-0.01261587831715913
-0.005534998793324776,-0.01281335966368611
-0.005534658793324775,-0.01245131052838634
