#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B9D9B0
#Date Time: 2024-06-21 15:46:43.821.475.760
#Sample rate: 2.5e+07Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 200 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: -370 mV Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average
#Channel 3: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average

Time (s),Channel 1 (V),Channel 3 (V)
0.0003551766929133858,0.0002683939949470471,0.003544678540328413
0.0003552166929133858,0.0006293982178121604,0.002919320942991828
0.0003552566929133858,0.00059657965209714,0.003314283636046514
0.0003552966929133858,0.00105603957210737,0.003281370078291956
0.0003553366929133858,0.0009247653092472885,0.004202949695419555
0.0003553766929133858,0.0006950353492422012,0.004202949695419555
0.0003554166929133858,0.0005637610863821751,0.004235863253174112
0.0003554566929133858,0.00102322100639235,0.003413024309310185
0.0003554966929133858,0.0004981239549521344,0.004532085272965126
0.0003555366929133858,0.0009247653092472885,0.003972554791137656
0.0003555766929133858,0.0008591281778173032,0.004202949695419555
0.0003556166929133859,0.0009247653092472885,0.004071295464401327
0.0003556566929133858,0.0009575838749623089,0.004959961523774369
0.0003556966929133858,0.000465305389237114,0.004992875081528926
0.0003557366929133858,0.001417043794972539,0.005322010659074497
0.0003557766929133858,0.0009575838749623089,0.004992875081528926
0.0003558166929133858,0.0007934910463872624,0.00528909710131994
0.0003558566929133858,0.0006293982178121604,0.005552405563356397
0.0003558966929133858,0.0004324868235220936,0.005420751332338168
0.0003559366929133859,0.0005309425206671547,0.00607902248742931
0.0003559766929133858,0.0006622167835271808,0.006046108929674754
0.0003560166929133858,0.001220132400682417,0.006243590276202096
0.0003560566929133858,0.0007278539149572216,0.006144849602938425
0.0003560966929133858,0.00108885813782239,0.00700060210455691
0.0003561366929133859,0.0006622167835271808,0.006737293642520453
0.0003561766929133858,0.0007934910463872624,0.00677020720027501
0.0003562166929133858,0.0002683939949470471,0.006737293642520453
0.0003562566929133858,0.0006622167835271808,0.007329737682102481
0.0003562966929133858,0.0005637610863821751,0.007658873259648051
0.0003563366929133858,0.0004981239549521344,0.007428478355366152
