#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B9D9B0
#Date Time: 2024-06-21 16:45:31.680.094.200
#Sample rate: 2.5e+07Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 100 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: -370 mV Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average
#Channel 3: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average

Time (s),Channel 1 (V),Channel 3 (V)
-0.0006553561111111111,-0.00186481277652889,-0.01172721225778608
-0.0006553161111111112,-0.001667901382238823,-0.01034484283209469
-0.0006552761111111111,-0.001733538513669346,-0.01093728687167456
-0.0006552361111111111,-0.002028905605103937,-0.009752398792512659
-0.0006551961111111111,-0.002160179867964018,-0.01011444792781279
-0.0006551561111111111,-0.001077167199368567,-0.009686571677003543
-0.0006551161111111112,-0.002127361302248998,-0.008896646290894173
-0.0006550761111111112,-0.001536627119379816,-0.008435856482331212
-0.0006550361111111111,-0.001864812776527517,-0.009916966581282929
-0.0006549961111111111,-0.001109985765083588,-0.008534597155594046
-0.0006549561111111111,-0.001470989987948701,-0.008962473406403288
-0.0006549161111111112,-0.001109985765083588,-0.007415536191939104
-0.0006548761111111112,-0.001733538513667675,-0.008797905617627989
-0.0006548361111111111,-0.001602264250807947,-0.0121880020663445
-0.0006547961111111111,-0.001142804330798552,-0.009225781868439744
-0.0006547561111111111,-0.001700719947953844,-0.009094127637421515
-0.0006547161111111112,-0.001470989987948701,-0.01222091562410444
-0.0006546761111111112,-0.001372534290803874,-0.01113476821820603
-0.0006546361111111111,-0.001405352856519313,-0.01205634783533184
-0.0006545961111111111,-0.001733538513668809,-0.01215508850859533
-0.0006545561111111111,-0.001536627119378742,-0.0129450138947047
-0.0006545161111111111,-0.001733538513668809,-0.0131754087989866
-0.0006544761111111112,-0.001470989987948701,-0.0143273833203961
