#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B9D9B0
#Date Time: 2024-08-12 11:01:45.970.444.120
#Sample rate: 2.94118e+06Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 60 mV Hyst.: Auto HoldOff: 0 s
#Channel 3: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average

Time (s),Channel 3 (V)
-0.005570317030162413,0.004532085272965126
-0.005569977030162413,0.003775073444611211
-0.005569637030162413,0.00426877681092867
-0.005569297030162413,0.0009115939199638446
-0.005568957030162413,-0.0007999110832707899
-0.005568617030162413,0.0004837176691546022
-0.005568277030162413,-0.0005036890634821109
-0.005567937030162413,-0.001820231373663976
-0.005567597030162413,-0.001589836469382495
-0.005567257030162413,-0.001293614449591481
-0.005566917030162413,-0.002675983875280006
-0.005566577030162413,-0.001096133103064139
-0.005566237030162413,-0.001096133103064139
-0.005565897030162413,-0.002215194066718123
-0.005565557030162413,-0.001688577142646167
-0.005565217030162413,-0.001721490700400724
-0.005564877030162413,-0.002544329644262137
-0.005564537030162413,-0.001161960218573253
-0.005564197030162413,-0.0008657381987822392
-0.005563857030162413,-0.002675983875279467
-0.005563517030162413,-0.0007999110832731249
-0.005563177030162413,-0.001392355122855153
-0.005562837030162414,-0.00178731781590912
-0.005562497030162413,-0.00267598387528288
-0.005562157030162413,-0.003531736376901365
-0.005561817030162414,-0.004157093974236812
-0.005561477030162413,-0.002741810990791994
-0.005561137030162413,-0.003992526185465165
-0.005560797030162414,-0.006098993881752987
-0.005560457030162413,-0.006329388786038719
-0.005560117030162413,-0.00586859897747492
-0.005559777030162413,-0.007514276865199782
-0.005559437030162413,-0.0104106699476038
-0.005559097030162413,-0.008962473406403288
-0.005558757030162413,-0.008633337828858315
-0.005558417030162413,-0.00869916494436683
-0.005558077030162413,-0.0101802750433219
-0.005557737030162413,-0.005605290515446784
-0.005557397030162413,-0.005967339650738591
-0.005557057030162413,-0.00267598387528288
-0.005556717030162413,-0.00208353983570193
-0.005556377030162413,-0.008435856482330374
-0.005556037030162413,-0.006362302343793276
-0.005555697030162413,-0.004782451571577409
-0.005555357030162413,-0.006559783690320619
-0.005555017030162413,-0.006493956574811504
-0.005554677030162413,-0.007876326000500387
-0.005554337030162413,-0.008271288693557588
-0.005553997030162413,-0.008633337828857716
-0.005553657030162413,-0.00767884465397556
-0.005553317030162413,-0.009818225908021772
-0.005552977030162413,-0.008929559848648731
-0.005552637030162413,-0.008402942924575817
-0.005552297030162413,-0.00939034965721253
-0.005551957030162413,-0.006329388786038719
-0.005551617030162413,-0.008468770040084931
-0.005551277030162413,-0.008370029366823175
-0.005550937030162413,-0.009423263214967087
-0.005550597030162413,-0.009324522541703417
-0.005550257030162413,-0.01192469360431528
-0.005549917030162413,-0.0129450138947047
-0.005549577030162413,-0.0120234342775771
-0.005549237030162413,-0.0118588664888027
-0.005548897030162413,-0.01097020042943127
-0.005548557030162413,-0.01027901571658557
-0.005548217030162413,-0.009357436099466414
-0.005547877030162413,-0.01399824774285052
-0.005547537030162413,-0.01057523773637659
-0.005547197030162413,-0.006559783690321457
-0.005546857030162413,-0.007020573498884419
-0.005546517030162413,-0.005144500706874663
-0.005546177030162413,-0.008929559848652803
-0.005545837030162413,-0.01116768177595861
-0.005545497030162413,-0.007415536191939104
-0.005545157030162413,-0.006197734555023663
-0.005544817030162413,-0.007942153116012016
-0.005544477030162413,-0.007448449749693661
-0.005544137030162413,-0.007777585327241267
-0.005543797030162413,-0.008896646290894173
-0.005543457030162413,-0.008764992059875945
-0.005543117030162413,-0.008205461578055059
-0.005542777030162413,-0.01182595293104976
-0.005542437030162413,-0.009489090330476201
-0.005542097030162414,-0.01008153437005715
-0.005541757030162413,-0.01162847158452241
-0.005541417030162413,-0.01097020042943127
-0.005541077030162414,-0.01241839697062915
-0.005540737030162413,-0.01436029687815065
-0.005540397030162413,-0.01640093745893319
-0.005540057030162414,-0.01320832235674696
-0.005539717030162413,-0.01475525957120534
-0.005539377030162413,-0.01468943245569622
-0.005539037030162413,-0.01205634783533644
-0.005538697030162413,-0.01235256985512267
-0.005538357030162413,-0.01231965629736811
-0.005538017030162413,-0.01166138514227817
-0.005537677030162413,-0.0113322495647314
-0.005537337030162413,-0.01577557986159661
-0.005536997030162413,-0.01373493928081778
-0.005536657030162413,-0.009028300521912402
-0.005536317030162413,-0.009916966581285444
-0.005535977030162413,-0.007744671769488625
-0.005535637030162413,-0.01245131052838634
-0.005535297030162413,-0.01584140697710572
-0.005534957030162413,-0.01320832235674594
-0.005534617030162413,-0.01445903755141432
-0.005534277030162413,-0.01389950706958685
-0.005533937030162413,-0.01396533418509585
-0.005533597030162413,-0.01258296475940457
-0.005533257030162413,-0.0120234342775771
-0.005532917030162413,-0.009159954752930631
-0.005532577030162413,-0.009916966581285444
-0.005532237030162413,-0.01097020042943127
-0.005531897030162413,-0.01100311398718583
-0.005531557030162413,-0.01067397840964026
-0.005531217030162413,-0.01189178004655887
-0.005530877030162413,-0.01366911216530495
-0.005530537030162413,-0.01327414947225027
-0.005530197030162413,-0.01380076639632318
-0.005529857030162413,-0.0143273833203961
-0.005529517030162413,-0.01350454437652917
-0.005529177030162413,-0.01185886648880431
-0.005528837030162413,-0.01159555802676786
-0.005528497030162413,-0.01317540879898528
-0.005528157030162413,-0.01245131052838634
-0.005527817030162413,-0.01251713764389546
-0.005527477030162413,-0.01228674273961619
