#Digilent WaveForms Oscilloscope Acquisition
#Device Name: ADP3450
#Serial Number: SN:210018B9D9B0
#Date Time: 2024-08-09 15:29:20.626.291.140
#Sample rate: 2.94118e+06Hz
#Samples: 32768
#Trigger: Source: Channel 3 Type: Edge Condition: Rising Level: 20 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: -820 mV Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average
#Channel 3: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Coupling: DC Bandwidth: 0 Hz Sample Mode: Average

Time (s),Channel 1 (V),Channel 3 (V)
-0.00557022125925926,0.001117632441553607,0.01601891692930556
-0.00556988125925926,0.0008879024815486941,0.0158214355827751
-0.00556954125925926,0.0009535396129786156,0.01410993057954124
-0.00556920125925926,0.001051995310123677,0.01332000519343187
-0.005568861259259259,0.001281725270128709,0.0119705493255003
-0.00556852125925926,0.001281725270128709,0.01486694240789606
-0.00556818125925926,0.001216088138698668,0.01308961028914997
-0.005567841259259259,0.001183269572983767,0.01229968490303833
-0.00556750125925926,0.001248906704413688,0.01104896970836743
-0.00556716125925926,0.001150451007268627,0.01035778499552173
-0.005566821259259259,0.0009535396129793916,0.008909588454317869
-0.00556648125925926,0.00138018096727377,0.007066429220066024
-0.00556614125925926,0.001642729492993933,0.005651146236620068
-0.005565801259259259,0.00131454383584343,0.005354924216831569
-0.00556546125925926,0.001150451007268627,0.006737293642520453
-0.00556512125925926,0.001248906704413688,0.005881541140901968
-0.005564781259259259,0.001347362401558391,0.006046108929676251
-0.00556444125925926,0.001150451007268627,0.006868947873538681
-0.00556410125925926,0.00141299953298879,0.002293963345655243
-0.005563761259259259,0.001445818098703811,0.00644107162273812
-0.00556342125925926,0.001445818098703811,0.01121353749714022
-0.00556308125925926,0.001150451007268627,0.009633686724921478
-0.00556274125925926,0.001051995310123856,0.009864081629202957
-0.00556240125925926,0.001117632441553607,0.007395564797611595
-0.00556206125925926,0.001117632441553607,0.006605639411502225
-0.00556172125925926,0.001019176744408835,0.008086749510454599
-0.00556138125925926,0.001117632441553607,0.01045652566878541
-0.00556104125925926,0.0008879024815485748,0.00904124268533945
-0.00556070125925926,0.001019176744408418,0.008481712203512997
-0.00556036125925926,0.001248906704413688,0.01062109345755819
-0.00556002125925926,0.001183269572983647,0.00811966306821185
-0.00555968125925926,0.001281725270128529,0.007889268163930371
-0.00555934125925926,0.001150451007268627,0.006704380084765896
-0.00555900125925926,0.001183269572983647,0.00779052749066628
-0.00555866125925926,0.001380180967273411,0.004499171715216556
-0.00555832125925926,0.0009535396129786156,0.003939641233383098
-0.00555798125925926,0.0008879024815485748,0.005420751332338168
-0.00555764125925926,0.0009863581786934568,0.004170036137667274
-0.00555730125925926,0.001084813875838697,0.004202949695419555
-0.00555696125925926,0.001314543835843729,0.004104209022155884
-0.00555662125925926,0.001248906704413808,0.003347197193802448
-0.00555628125925926,0.00138018096727377,0.003742159886855756
-0.00555594125925926,0.001478636664418831,0.003116802289519171
-0.00555560125925926,0.001577092361563713,0.0009115939199678558
-0.00555526125925926,0.001248906704413688,0.0002862363226272596
-0.00555492125925926,0.0009535396129786156,0.000714112573436502
-0.00555458125925926,0.0009863581786935763,-0.0003720348324619068
-0.00555424125925926,0.0009207210472635952,-0.001359441565100596
-0.00555390125925926,0.0008550839158335544,-0.004190007531992507
-0.00555356125925926,0.001051995310123677,-0.0004707755057275538
-0.00555322125925926,0.001019176744408656,0.002458531134428029
-0.00555288125925926,0.000986358178693636,0.004170036137664999
-0.00555254125925926,0.001019176744408656,0.003478851424819299
-0.00555220125925926,0.001183269572983647,-0.00142526868060971
-0.00555186125925926,0.001445818098703811,-0.0009973924298004675
-0.00555152125925926,0.00141299953298879,0.00130655661301853
-0.00555118125925926,0.00115045100726809,-0.002544329644262616
-0.00555084125925926,0.0008550839158335544,-0.00142526868060971
-0.00555050125925926,0.0009207210472635952,-0.0007669975255185678
-0.00555016125925926,0.001347362401558749,-0.001293614449588249
-0.00554982125925926,0.001347362401558749,0.0004837176691546022
-0.00554948125925926,0.001544273795848872,0.001899000652600558
-0.00554914125925926,0.00147863666441895,0.001767346421579336
-0.00554880125925926,0.001544273795848872,0.0001216685338544741
-0.00554846125925926,0.001347362401558749,0.0002862363226272596
-0.00554812125925926,0.001150451007268567,-0.001918972046919026
-0.00554778125925926,0.001117632441553607,0.003050975174010056
-0.00554744125925926,0.001117632441553607,-0.003334255030374022
-0.005547101259259259,0.001150451007268149,-0.004650797340553792
-0.00554676125925926,0.0008879024815485748,-0.003268427914864908
-0.00554642125925926,0.0009535396129786156,-0.001392355122855153
-0.005546081259259259,0.001117632441553786,0.0001874956493627501
-0.00554574125925926,0.001216088138698668,-0.0002732941592002112
-0.00554540125925926,0.001248906704413688,0.001602778632809544
-0.005545061259259259,0.0009863581786937554,0.002030654883616691
-0.00554472125925926,0.001051995310123677,0.0008786803622092876
-0.00554438125925926,0.00138018096727377,0.002886407385237271
-0.005544041259259259,0.001117632441553547,0.003248456520531353
-0.00554370125925926,0.001084813875838697,-7.581281267286857e-05
-0.00554336125925926,0.0008879024815485748,0.001833173537091444
-0.005543021259259259,0.0009207210472640728,0.007889268163925161
-0.00554268125925926,0.001183269572983647,0.005256183543565383
-0.00554234125925926,0.001577092361563892,0.006506898738238553
-0.00554200125925926,0.001117632441554442,0.002458531134435392
-0.00554166125925926,0.001019176744408656,-0.002972205895073894
-0.00554132125925926,0.001117632441553607,-0.001260700891836924
